customer_name,customer_party_unique_reference_number,customer_code,ods_key,customer_facility_types,customer_facility_party_role_types
A. KELLER & SONS (HOLDINGS) LIMITED,00300269,00003344,00003344,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ABC INTERNATIONAL BANK PLC,00313709,00003761,00003761,"PARIS CLUB FD TRANCHE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","PARIS CLUB PAYEE
SOLE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK"
ABMTM LIMITED,00301114,00000431,00000431,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ACLAND LIMITED,00312588,00003356,00003356,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ADVANTA RESEARCH LIMITED,00309359,00003358,00003358,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
AGA FOODSERVICE GROUP PLC,00303847,00003363,00003363,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AGCO LIMITED,00303918,00003854,00003854,"SUPPLIER CREDIT FINANCE GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AIRBUS UK LIMITED,00312733,00002134,00002134,"ASSET BASED GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AIRFLOW DEVELOPMENTS LIMITED,00302295,00003364,00003364,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALAN MAYER EXPORT LIMITED,00303359,00003080,00003080,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
ALCATEL-LUCENT SUBMARINE NETWORKS LTD,00300421,00003965,00003965,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALFA LAVAL PUMPS LTD,00302253,00003370,00003370,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALSTOM CONTROLS LIMITED,00304853,00004443,00004443,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALVAN BLANCH DEVELOPMENT COMPANY LIMITED,00302336,00003713,00003713,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AMEC SPARECO (9) LIMITED,00303937,00004252,00004252,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AMS PROJECT SERVICES LIMITED,00308731,00004583,00004583,"PARIS CLUB OD TRANCHE
PARIS CLUB CI TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANDREW & SUTER LIMITED,00302421,00003461,00003461,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANGLO GREAT LAKES CORPORATION PUBLIC LIMITED COMPANY,00301620,00002966,00002966,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
APAX AUTOPARTS INTERNATIONAL LIMITED,00301813,00002979,00002979,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
APV PACKAGING MACHINERY LTD,00301558,00004028,00004028,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARMILA LIMITED,NULL,00003469,00003469,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARNEWOOD TURKEYS (INTERNATIONAL) LIMITED,00300883,00003470,00003470,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ASHANTI INVESTMENTS LIMITED,00311793,00003473,00003473,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ASM (ACCESSORIES) LIMITED,00304082,00002993,00002993,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AURORA OVERSEAS LIMITED,00308958,00003479,00003479,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AVERY BERKEL LIMITED,00304094,00004529,00004529,BUYER CREDIT GUARANTEE,PARIS CLUB PAYEE
BAE SYSTEMS (OPERATIONS) LIMITED,00309251,00004345,00004345,"EXPORT INSURANCE (EXIP)
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
DL LOAN (ENHANCED)
EXPORT INSURANCE (EXIP)
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","UNINSURED AMOUNT
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BALFOUR BEATTY GROUP LTD,00300122,00005753,00005753,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BANCO BILBAO VIZCAYA ARGENTARIA,00307633,00001838,00001838,"PARIS CLUB OD TRANCHE
BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE","PARIS CLUB PAYEE
SYNDICATE LENDER
PARIS CLUB PAYEE"
BANCO BILBAO VIZCAYA ARGENTINA,NULL,00005688,00005688,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BANK OF BARODA,00308478,00005716,00005716,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BANK OF CREDIT & COMMERCE,NULL,00005713,00005713,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BARANITE LIMITED,00307893,00003491,00003491,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BARCLAYS BANK LTD,NULL,00005723,00005723,"PARIS CLUB CI TRANCHE
BUYER CREDIT GUARANTEE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
LEAD/AGENT BANK
PARIS CLUB PAYEE"
BARCLAYS BANK LTD,00300482,00005721,00005721,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BARCLAYS BANK PLC,00300130,00005689,00005689,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BARCLAYS BANK PLC,00307525,00005674,00005674,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BARCLAYS BANK PLC,00307525,00005792,00005792,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BARNSLEY CANISTER CO. LIMITED,00301462,00002880,00002880,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BASE METAL PRODUCTS LIMITED,00302291,00001915,00001915,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BASF COATINGS REFINISH LIMITED,00302305,00001916,00001916,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
"BAXI NEPTUNE COMPANY LIMITED, THE",00302882,00001919,00001919,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BELGOLAISE SA,00307642,00000528,00000528,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
"BELL,SONS & CO.(DRUGGISTS)LIMITED",00301675,00001925,00001925,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BELOIT WALMSLEY LIMITED,00301498,00003700,00003700,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BEMIS LIMITED,00300825,00001926,00001926,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BERESFORD PUMPS LIMITED,00302976,00002111,00002111,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BGE REALISATIONS LIMITED,00314165,00000369,00000369,"PARIS CLUB CI TRANCHE
BUYER CREDIT GUARANTEE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BHARWARNEYS LIMITED,00300550,00002147,00002147,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BHAVNA GOHIL,00307493,00004560,00004560,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BIOQUELL UK LIMITED,00311438,00000760,00000760,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BLACK & DECKER INTERNATIONAL,00302325,00001932,00001932,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BLACKWELL PRESS LIMITED,00304686,00001934,00001934,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BOART (U.K.) LIMITED,00310422,00002133,00002133,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOC GROUP PLC,NULL,00005787,00005787,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOC LTD (BOC GAS EQUIPMENT),NULL,00005774,00005774,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BONAR YARNS & FABRICS LIMITED,00301969,00001941,00001941,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BONDAGLASS VOSS LIMITED,00303576,00001942,00001942,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BOSNIA AND HERZEGOVINA BIH,NULL,00005613,00005613,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
BOSS TRUCKS LIMITED,00307824,00000508,00000508,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRADLEY PULVERIZER COMPANY,00301405,00001573,00001573,"PARIS CLUB FD TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BRIAN SEARLE LIMITED,00301157,00003101,00003101,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BUFFERGONE LIMITED,00301644,00000815,00000815,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BUHRMANN UK LIMITED,00301438,00002005,00002005,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BULLERS PUBLIC LIMITED COMPANY,NULL,00002766,00002766,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
BURN TUBES LIMITED,00304096,00002006,00002006,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CANARY TRADING COMPANY LIMITED,00309163,00002022,00002022,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CANNON RUBBER LTD,00300100,00000757,00000757,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CAPITOL EXPORTERS (CHEMICALS) LIMITED,00301867,00003089,00003089,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
CARRERAS ROTHMANS LIMITED,00300724,00002028,00002028,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CATTO DRIVE INDUSTRIES LIMITED,00310287,00000767,00000767,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CBO INTERNATIONAL LIMITED,00303727,00002084,00002084,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
CEDARBLUE LIMITED,00307355,00002605,00002605,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CEMENTONE-BEAVER LIMITED,00300185,00002243,00002243,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CHEMRING EOD LIMITED,00307395,00003280,00003280,"BOND INSURANCE POLICY
PARIS CLUB CI TRANCHE
BUYER CREDIT GUARANTEE
PARIS CLUB FD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
EXPORTER/OII INVESTOR
PARIS CLUB PAYEE"
CHIEF JOEL C NWABUGWU,NULL,00002287,00002287,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CHLORIDE GROUP PUBLIC LIMITED COMPANY,00302235,00000432,00000432,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CITIGROUP LIMITED,00310832,00003127,00003127,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CITYDAY LIMITED,00303207,00002096,00002096,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CLARIANT UK LTD,00311560,00002097,00002097,"PARIS CLUB OD TRANCHE
PARIS CLUB CI TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CLAYTON DEWANDRE CO LTD,00301619,00000990,00000990,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COLEBROOK KENDRICK & KNIGHT LIMITED,00301400,00002101,00002101,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
COLGATE-PALMOLIVE (U.K.) LIMITED,00300209,00002102,00002102,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COLOMBO COMMERCIAL COMPANY(PRODUCE)LIMITED(THE),00300567,00002104,00002104,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CONSOLIDATED CHEMICALS LIMITED,00303140,00002107,00002107,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COTE D'IVOIRE CIV,NULL,00005606,00005606,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
CRAY VALLEY LIMITED,00302356,00002114,00002114,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CROATIA HRV,NULL,00005608,00005608,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","Ultimate Obligor
Ultimate Obligor
FACILITY CUSTOMER
FACILITY CUSTOMER"
CRONITE GROUP PUBLIC LIMITED COMPANY(THE),00300223,00002991,00002991,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CROSFIELD ELECTRONICS LIMITED,00308622,00003866,00003866,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CROSROL LTD.,00301523,00003868,00003868,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CROWN SOLICITORS OFFICE,00310527,00002759,00002759,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CRYPTON LIMITED,00302201,00002165,00002165,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CTP SILLECK LIMITED,00301456,00002166,00002166,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CUMMINS POWER GENERATION LIMITED,00302430,00004393,00004393,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DAF INTERNATIONAL LIMITED,00306893,00002813,00002813,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DALE POWER SOLUTIONS PLC,00301520,00004361,00004361,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DANKS INTERNATIONAL LIMITED,00304784,00000739,00000739,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
DELTA CIRCUIT PROTECTION AND CONTROLS LIMITED,00302616,00004544,00004544,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DERNCLIFF LIMITED,00306716,00003094,00003094,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
DEWPLAN LIMITED,00306745,00000803,00000803,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DILLBROOM LIMITED,00303274,00002182,00002182,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
DOBSON PARK (NO.3) LTD,00300460,00005670,00005670,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DORMAN SMITH SWITCHGEAR LIMITED,00301634,00001890,00001890,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DR LOVINSOHN & CO LIMITED,00303310,00003319,00003319,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
E.C.DE WITT AND COMPANY LIMITED,00308475,00002195,00002195,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
EAST INDIAN PRODUCE COMPANY LIMITED,00300249,00000436,00000436,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
EASTFIELD NO 11 LIMITED,00307128,00003990,00003990,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
A. & W. SMITH & COMPANY LIMITED,00308938,00004427,00004427,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AAH PHARMACEUTICALS LIMITED,00301624,00003350,00003350,"PARIS CLUB FD TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AAH TWENTY LIMITED,00301565,00003351,00003351,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AEROFLEX INTERNATIONAL LIMITED,00302899,00000512,00000512,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AFL BINDERS CO LIMITED,00307500,00002609,00002609,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AIR LIQUIDE UK LIMITED,00302898,00002933,00002933,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AKZO NOBEL COATINGS (HOLDINGS) LIMITED,00309198,00003365,00003365,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AKZO NOBEL DECORATIVE COATINGS LIMITED,00301510,00003366,00003366,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALEX LAWRIE FACTORS LIMITED,00308993,00003369,00003369,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALFRED FIELD & CO LIMITED,00303858,00003372,00003372,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALGERIA DZA,NULL,00005617,00005617,"PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE","Ultimate Obligor
FACILITY CUSTOMER"
ALLIS MINERAL SYSTEMS,00310286,00005687,00005687,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALLOFFER LIMITED,00312046,00003375,00003375,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALPHARMA LIMITED,00302203,00003456,00003456,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANSBACHER & CO LIMITED,00300103,00003953,00003953,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANTIGUA,NULL,00227408,00227408,"PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor"
ANZEF LIMITED,00300363,00000412,00000412,"OVERSEAS INVESTMENT INSURANCE
BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
OVERSEAS INVESTMENT INSURANCE
PARIS CLUB FD TRANCHE
BUYER CREDIT GUARANTEE
PARIS CLUB OD TRANCHE
OVERSEAS INVESTMENT INSURANCE","EXPORTER/OII INVESTOR
LEAD/AGENT BANK
PARIS CLUB PAYEE
LEAD/AGENT BANK
PARIS CLUB PAYEE
SYNDICATE LENDER
PARIS CLUB PAYEE
UNINSURED AMOUNT"
APV BAKER LTD,00309023,00004057,00004057,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARABCO TRADING LIMITED,00309047,00003465,00003465,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARBROOK PRODUCTS LIMITED,00302509,00003466,00003466,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
ARGENTINA ARG,NULL,00005619,00005619,"PARIS CLUB FD TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","Ultimate Obligor
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
FACILITY CUSTOMER"
ARINOR LIMITED,00303047,00003467,00003467,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARTDOT LIMITED,00301574,00002143,00002143,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
ASHFORD & CAMPION LIMITED,00303940,00003475,00003475,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ATLANTIC PLASTICS LIMITED,00303206,00003477,00003477,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AUTUMNLEAVES LIMITED,00304607,00003962,00003962,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AVELING - BARFORD LIMITED,00313184,00003221,00003221,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AVELING BARFORD INTERNATIONAL LIMITED,00306796,00003969,00003969,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AVI DESAI LIMITED,00301911,00003086,00003086,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
B WASSIAMAL(LONDON)LIMITED,00300455,00003483,00003483,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
