customer_name,customer_party_unique_reference_number,customer_code,ods_key,customer_facility_types,customer_facility_party_role_types
A C PLC,00324062,00288584,00288584,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
A. & W. SMITH & COMPANY LIMITED,00308938,00004427,00004427,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
A. JOHNSON & CO. LIMITED,00310308,00000907,00000907,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
A. KELLER & SONS (HOLDINGS) LIMITED,00300269,00003344,00003344,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
A. RONAI (EASTERN) LIMITED,00302554,00003347,00003347,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
A.B.KNIGHT & CO. LIMITED,00302260,00002851,00002851,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
A.B.KNIGHT (LONDON) LIMITED,00301430,00002987,00002987,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
A.E.L.REALISATIONS LIMITED,00304127,00002973,00002973,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
A.J.T. EQUIPMENT LIMITED,00327523,00293658,00293658,"BOND SUPPORT
BOND SUPPORT","FACILITY CUSTOMER
Ultimate Obligor"
A.P.E.-LEE HOWL LIMITED,00304143,00003348,00003348,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
A1 APPARELS LTD,00328495,00294686,00294686,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
A2V TRADE LIMITED,00326756,00294632,00294632,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AAH PHARMACEUTICALS LIMITED,00301624,00003350,00003350,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AAH TWENTY LIMITED,00301565,00003351,00003351,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AAQUARIES GLOBAL INDUSTRIES LTD,00322058,00289985,00289985,"SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AARDVARK CLEAR MINE LIMITED,00325685,00291202,00291202,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AARQUE SYSTEMS LIMITED,00300489,00003352,00003352,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AB PHAROS MARINE LTD,00302194,00003973,00003973,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
ABANCA CORPORACION BANCARIA S.A.,00324248,00288957,00288957,ASSET BASED GUARANTEE,SYNDICATE LENDER
ABC INTERNATIONAL BANK PLC,00313709,00003761,00003761,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
PARIS CLUB FD TRANCHE
SUPPLIER CREDIT FINANCE GUARANTEE","SOLE LENDER
SYNDICATE LENDER
PARIS CLUB PAYEE
LEAD/AGENT BANK"
ABMTM LIMITED,00301114,00000431,00000431,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ABN AMRO,NULL,00210516,00210516,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
ACC UK GROUP LIMITED,00320109,00289556,00289556,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
ACEON BATTERY SOLAR TECHNOLOGY LTD,00305456,00291308,00291308,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ACES,NULL,00003765,00003765,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
ACLAND LIMITED,00312588,00003356,00003356,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ACORN MEDICAL LIMITED,00308027,00003099,00003099,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ACROW GLOBAL LIMITED,00319456,00287124,00287124,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
ACTIVE FOOD SYSTEMS LIMITED,00323962,00291634,00291634,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ADANA BUYUKSEHIR BELEDIYESI BASKANLIK (ADANA CITY),NULL,00003787,00003787,LINE OF CREDIT GUARANTEE,FACILITY CUSTOMER
ADMAN CIVIL PROJECTS LIMITED,00329209,00296275,00296275,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ADVANCED INNERGY HOLDINGS LTD,00323745,00288963,00288963,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ADVANTA RESEARCH LIMITED,00309359,00003358,00003358,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
AEGEAN AIRLINES,00311065,00211267,00211267,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AEGEAN AVIATION SA,NULL,00001574,00001574,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AER LINGUS,NULL,00209048,00209048,ASSET BASED GUARANTEE,FACILITY CUSTOMER
AER LINGUS GROUP PLC,NULL,00216754,00216754,ASSET BASED GUARANTEE,Ultimate Obligor
AERCAP BV,00310477,00001325,00001325,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AERCAP HOLDINGS N.V.,00310473,00209598,00209598,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AERCAP IRELAND LIMITED,NULL,00212632,00212632,ASSET BASED GUARANTEE,FACILITY CUSTOMER
AERO RESEARCH PARTNERS LIMITED,00322513,00287224,00287224,"EXPORT WORKING CAPITAL SCHEME
EXPORT WORKING CAPITAL SCHEME","FACILITY CUSTOMER
Ultimate Obligor"
AEROCOM METALS LIMITED,00300888,00294694,00294694,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AERODROMI CRNE GORE,00327738,00293941,00293941,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
AEROFLEX INTERNATIONAL LIMITED,00302899,00000512,00000512,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AEROFLOT RUSSIAN AIRLINES JSC,NULL,00003540,00003540,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
AEROLINEAS ARGENTINAS S.A,00314639,00263055,00263055,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AEROSOLS INTERNATIONAL LIMITED,00303616,00003360,00003360,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AEROSTRUCTURES HAMBLE LIMITED,00308962,00003361,00003361,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AEROVIAS DEL CONTINENTE AMERICANO S.A (AVIANCA),00314481,00212226,00212226,ASSET BASED GUARANTEE,FACILITY CUSTOMER
AF CONSTRUCTION LLC,00317770,00286555,00286555,DL LOAN (ENHANCED),EXPORTER/OII INVESTOR
AFG MEDIA LTD,00326586,00291799,00291799,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AFL BINDERS CO LIMITED,00307500,00002609,00002609,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AGA FOODSERVICE GROUP PLC,00303847,00003363,00003363,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AGCO LIMITED,00303918,00003854,00003854,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE
SUPPLIER CREDIT FINANCE GUARANTEE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
EXPORTER/OII INVESTOR"
AGR AUTOMATION LIMITED,00323610,00288199,00288199,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AGUSTAWESTLAND LIMITED,00302903,00003986,00003986,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE
SUPPLIER CREDIT FINANCE GUARANTEE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE
EXPORTER/OII INVESTOR"
AHLI UNITED BANK (UK) PLC,00301432,00000599,00000599,"BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","SYNDICATE LENDER
SYNDICATE LENDER"
AIDAN STRAIN ELECTRICAL ENGINEERING  LIMITED,00307520,00294481,00294481,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AIR AFRIQUE,00310068,00003622,00003622,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR ARABIA,NULL,00215584,00215584,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR ASTANA,00320515,00001244,00001244,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR CANADA,NULL,00003810,00003810,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR CHINA LIMITED,00311779,00003599,00003599,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR FRANCE,00311125,00001586,00001586,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR LEASE CORPORATION,00319280,00223603,00223603,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR LIQUIDE UK LIMITED,00302898,00002933,00002933,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AIR MALTA CO LTD,00310122,00000658,00000658,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR MAURITIUS,00312370,00003778,00003778,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR NEW ZEALAND LIMITED,00313675,00003643,00003643,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR PACIFIC LTD,00325181,00001614,00001614,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIR PRODUCTS PLC,00302777,00000372,00000372,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AIR SENEGAL S.A,00317672,00280027,00280027,ASSET BASED GUARANTEE,FACILITY CUSTOMER
AIR TECH INNOVATIONS LIMITED,00323328,00289441,00289441,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AIRASIA BERHAD,00312493,00002747,00002747,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIRASIA X,NULL,00213784,00213784,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AIRBRIDGE INTERNATIONAL AGENCIES LT,00301017,00244763,00244763,"BOND SUPPORT
BOND SUPPORT","FACILITY CUSTOMER
Ultimate Obligor"
AIRBUS DEFENCE AND SPACE LIMITED,00311273,00004300,00004300,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
AIRBUS MILITARY S.L.,00310285,00212617,00212617,SUPPLIER CREDIT FINANCE GUARANTEE,EXPORTER/OII INVESTOR
AIRBUS S.A.S,NULL,00003722,00003722,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","EXPORTER/OII INVESTOR
RE-INSURER ECA
SYNDICATE LENDER
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
AIRBUS UK LIMITED,00312733,00002134,00002134,"ASSET BASED GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AIRDROP BIKES LIMITED,00328654,00294931,00294931,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AIRFLOW DEVELOPMENTS LIMITED,00302295,00003364,00003364,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AIRTEK FAN SOLUTIONS LIMITED,00327494,00293267,00293267,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AKA EXPORT FINANCE BANK,NULL,00235744,00235744,ASSET BASED GUARANTEE,SYNDICATE LENDER
AKTIS STRATEGY LIMITED,00304497,00273174,00273174,"BOND SUPPORT
BOND SUPPORT","FACILITY CUSTOMER
Ultimate Obligor"
AKZO NOBEL COATINGS (HOLDINGS) LIMITED,00309198,00003365,00003365,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AKZO NOBEL DECORATIVE COATINGS LIMITED,00301510,00003366,00003366,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AL FAROUQ CONTRACTING COMPANY,NULL,00000312,00000312,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
AL MASA ARAB COMPANY,NULL,00229765,00229765,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
AL YAH SATELLITE COMMS COMPANY,00322585,00291429,00291429,BUYER CREDIT GUARANTEE,Ultimate Obligor
ALAN MAYER EXPORT LIMITED,00303359,00003080,00003080,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
ALBIS (U.K.) LIMITED,00300609,00003368,00003368,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALCATEL-LUCENT SUBMARINE NETWORKS LTD,00300421,00003965,00003965,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALDERLEY SYSTEMS LTD,00309132,00004438,00004438,"BOND INSURANCE POLICY
BOND SUPPORT
BOND SUPPORT
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
EXPORT WORKING CAPITAL SCHEME
EXPORT WORKING CAPITAL SCHEME
SUPPLIER CREDIT FINANCE GUARANTEE","EXPORTER/OII INVESTOR
FACILITY CUSTOMER
Ultimate Obligor
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
FACILITY CUSTOMER
Ultimate Obligor
EXPORTER/OII INVESTOR"
ALEX LAWRIE FACTORS LIMITED,00308993,00003369,00003369,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALEXANDER DENNIS LIMITED,00313560,00209837,00209837,"BOND SUPPORT
BOND SUPPORT
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
ALFA LAVAL PUMPS LTD,00302253,00003370,00003370,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALFA-LAVAL LTD,00302195,00004250,00004250,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALFRED CHEYNE ENGINEERING LIMITED,00308412,00291595,00291595,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
ALFRED FIELD & CO LIMITED,00303858,00003372,00003372,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALGERIA DZA,NULL,00005617,00005617,"PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor"
ALICAT WORKBOATS LIMITED,00301218,00295893,00295893,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ALJANA & ALJAWANA GENERAL TRADING CO. WLL,00328708,00295352,00295352,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
ALLEN POWER ENGINEERING LIMITED,00307029,00004215,00004215,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALLGOOD WORLDWIDE LTD,00301093,00003373,00003373,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALLIANZ GLOBAL CORPORATE & SPECIAL TY SE,00309463,00270872,00270872,BUYER CREDIT GUARANTEE,RE-INSURER ECA
ALLIES AND MORRISON,00325425,00294111,00294111,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
ALLIS MINERAL SYSTEMS,00310286,00005687,00005687,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALLIS MINERAL SYSTEMS (UK) LIMITED,00310286,00004484,00004484,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALLOFFER LIMITED,00312046,00003375,00003375,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALLPALM LIMITED,00301086,00003455,00003455,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALMASSA MULTICOLOUR CENTRE,NULL,00228103,00228103,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
ALPHA CEREALS UNLIMITED,00301390,00003087,00003087,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALPHARMA LIMITED,00302203,00003456,00003456,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALPKIT LTD,00323954,00288512,00288512,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ALSTOM COMBINED CYCLES LTD,00307509,00004230,00004230,BOND INSURANCE POLICY,EXPORTER/OII INVESTOR
ALSTOM CONTROLS LIMITED,00304853,00004443,00004443,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALSTOM POWER LIMITED,00302089,00004232,00004232,"BOND INSURANCE POLICY
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
ALSTOM POWER PLANTS LTD,00311204,00004568,00004568,"BOND INSURANCE POLICY
BUYER CREDIT GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
ALSTOM T&D SYSTEMS LTD,00313928,00004584,00004584,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
ALSTOM TRACTION LTD,00301811,00004531,00004531,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
ALSTOM UK,00308851,00004445,00004445,"BOND INSURANCE POLICY
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALTOS HORNOS DE MEXICO SA DE CV (AHMSA),00314235,00003840,00003840,SUPPLIER CREDIT FINANCE GUARANTEE,Ultimate Obligor
ALVAN BLANCH DEVELOPEMENT CO LTD,00302336,00005665,00005665,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALVAN BLANCH DEVELOPMENT COMPANY LIMITED,00302336,00003713,00003713,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ALVIS BROTHERS LIMITED,00302313,00232486,00232486,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
AM MULTIGRAPHICS LIMITED,00302289,00003345,00003345,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AM TRADING UK LIMITED,00301039,00291184,00291184,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AMARNANI LIMITED,00300560,00003458,00003458,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AMEC FOSTER WHEELER ENERGY LIMITED,00303748,00003983,00003983,"BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
PROJECT FINANCING GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
AMEC INTERNATIONAL CONSTRUCTION LTD.,00304688,00004255,00004255,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
AMEC SPARECO (9) LIMITED,00303937,00004252,00004252,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AMERICAN INTERNATIONAL GROUP UK LTD,00307160,00270863,00270863,BUYER CREDIT GUARANTEE,RE-INSURER ECA
AMF INTERNATIONAL LIMITED,00301425,00001019,00001019,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
AMIDA LIMITED,00327434,00293031,00293031,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AMPCONTROL UK LIMITED,00308009,00003024,00003024,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
AMS PROJECT SERVICES LIMITED,00308731,00004583,00004583,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANANDA SHIPYARD & SLIPWAYS LTD,00312376,00228315,00228315,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
ANCON LIMITED,00301645,00236266,00236266,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
ANDREW & SUTER LIMITED,00302421,00003461,00003461,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANDREW ANTENNAS LIMITED,00308939,00002144,00002144,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANGLIAN PHARMA SALES & MARKETING LIMITED,00308396,00003462,00003462,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANGLO GREAT LAKES CORPORATION PUBLIC LIMITED COMPANY,00301620,00002966,00002966,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANGLOCO LIMITED,00309199,00003561,00003561,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
EXPORTER/OII INVESTOR"
ANGLO-ROMANIAN BANK LTD,00301103,00000521,00000521,BUYER CREDIT GUARANTEE,SYNDICATE LENDER
ANGOLA AGO,NULL,00005618,00005618,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
"ANGOLA, MINISTRY OF FINANCE",00316760,00269365,00269365,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
DL LOAN (ENHANCED)
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
ANITE TELECOMS LTD,00307411,00226564,00226564,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
